x,y,z,yaw,velocity,change_flag
586.8199,-5142.0964,0.0000,-2.8584,13.8823,0
585.5304,-5142.4684,0.0000,-2.8582,13.7193,0
584.5483,-5142.7530,0.0000,-2.8580,13.5668,0
583.5406,-5143.0374,0.0000,-2.8582,13.4930,0
582.5414,-5143.3329,0.0000,-2.8582,13.3888,0
581.5423,-5143.6174,0.0000,-2.8580,13.3436,0
580.5602,-5143.9019,0.0000,-2.8580,13.2183,0
579.2280,-5144.2849,0.0000,-2.8580,12.8562,0
578.2117,-5144.5803,0.0000,-2.8578,11.7198,0
577.2468,-5144.8538,0.0000,-2.8578,10.2076,0
576.2647,-5145.1383,0.0000,-2.8576,8.2503,0
575.2912,-5145.4118,0.0000,-2.8574,5.2396,0
